"product_name","number","purchase_price","price_per_unit","sale_price","expiry_date","stock"
"JOLEN BLEACH CREME 28GM","121",1.1,1.1,1.5,"06-01-2027",1
"JOINTFLEX PAIN RELIEVING CREAM 114GR","33312",4.8,4.8,5.9,"11-01-2026",1
"JOHNSONS BABY OIL 200ML","2004FV065",1.143,1.143,2.32,"07-01-2027",1
"JOGEL ORAL GEL 20GM","723712",0.66,0.66,0.84,"07-01-2026",4
"JOCERINE INFANT SUPP 21S","6218",1.37,1.37,1.67,"08-01-2027",1.666666667
"JARDIANCE 10MG TAB 30S","23D1303",15.355,15.355,18.71,"02-01-2026",1
"JANUVIA 100MG TAB 28S","B109490",13.557,13.557,16.52,"01-01-2027",2
"JANUMET XR 50/1000 MG TAB 56S","Y016353",16.291,16.291,19.85,"03-01-2026",1
"JANUMET 50MG/500MG TAB 56S","Y015071",14.17,14.17,17.27,"06-01-2026",0.875
"JANUMET 50MG/1000MG TAB 56S","Y012748",14.682,14.682,17.89,"02-01-2026",1
"JAMIESON ZINC 10MG CAPS 100S","7895183",2.7,2.7,4.5,"05-01-2028",2
"JAMIESON METHYLCOBALAMIN B12 1000MCG 100S","7918869",4.93,4.93,6,"05-01-2027",1
"JAMIESON HAIR SKIN AND NAILS 500MCG 60S","306539",3.15,3.15,4.5,"10-01-2026",1
"JAMIESON COLLAGEN ANTI WRINKLE CAPS 60S","304811",4.485,4.485,6.9,"10-01-2026",2
"JAGUAR PLAY CHERRY LUBE 110ML","JP0483",1,1,2.5,"05-01-2026",1
"IVYLIN COUGH SYRUP 100ML","41V003B",0,0,2.3,"11-01-2027",2
"IVY-CALM SYRUP 120ML","98",1.172,1.172,2,"11-01-2025",3
"IV SET","20230912",0.1,0.1,0.3,"10-01-2028",3
"ITRAZOL 100MG CAPS 15S","F240853",3.163,3.163,10.09,"08-01-2026",1.333333333
"ITAMI 140MG DICLOFENAC SODIUM PLASTER 10S","C19033",5.892,5.892,9.33,"12-01-2026",2.3
"ISISPHARMA UVE SPF50 INVISIBLE ULTRA FLUID 40ML","221032",3.49,3.49,9.176,"09-01-2027",2
"ISISPHARMA TEENDERM ALFA PURE GEL 30ML","22K169",4.596,4.596,6.383,"11-01-2027",1
"ISISPHARMA TEEN DERM SENSITIVE GEL 250ML","23I082",7.3,7.3,10.19,"09-01-2028",1
"ISISPHARMA TEEN DERM K CONCENTRATE 30ML","23A108",3,3,4.366,"01-01-2028",1
"ISISPHARMA TEEN DERM HYDRA 40ML","24F191",4.2,4.2,5.87,"06-01-2029",1
"ISISPHARMA TEEN DERM GEL 150ML","22K050",4.68,4.68,6.661,"11-01-2027",1
"ISISPHARMA NEOTONE SENSITIVE INTENSIVE BALM 30ML","24B194",5.916,5.916,7.585,"02-01-2029",1
"ISISPHARMA NEOTONE RADIANCE SPF50+ 30ML","22L082",5.9,5.9,7.92,"12-01-2027",2
"ISISPHARMA NEOTONE GEL 150ML","22B045",3.844,3.844,5.75,"02-01-2027",1
"ISISPHARMA NEOTONE EYES 15ML","23C106",7.7,7.7,10.68,"07-01-2028",1
"ISISPHARMA METRORUBORIL ANTI REDNESS CREAM 30ML","23H029",3.49,3.49,4.705,"08-01-2028",1
"ISDIN FOTOPROTECTOR SPF50 FUSION WATER MAGIC 50ML","408121",6.264,6.264,16.06,"05-01-2029",1
"ISDIN CICAPOST CREAM 50GM","415011",5.9,5.9,8.15,"08-01-2029",1
"ISDIN BEXIDENT WHITENING TOOTHPASTE 125ML","33111",3.048,3.048,4.885,"02-01-2029",3
"ISDIN BEXIDENT SENSITIVE TEETH TOOTHPASTE 75ML","32771",2.034,2.034,3.26,"01-01-2029",1
"ISDIN BEXIDENT GUMS DAILY USE TOOTHPASTE 75ML","21453",1.189,1.189,3.05,"03-01-2029",1
"INDICARDIN 40MG TAB 50S","456111",1.395,1.395,1.7,"11-01-2028",1
"INDICARDIN 10MG TAB 50S","356333",0.919,0.919,1.12,"04-01-2028",1.6
"IMODIUM 2MG CAPS 6S","24DQ021",0.574,0.574,0.7,"02-01-2029",2
"IMMUACTIV CZ TAB 30S","ICZ24002",1.231,1.231,2.4,"08-01-2026",2
"ICHTHAMMOL OINTMENT 40GM","2406022",0.812,0.812,1.3,"06-01-2027",1
"ICE BAG SPECTRUM 6 INCH","1000",1,1,2.5,"01-01-2029",2
"HYPROMELLOSE 0.3% EYE DROPS 10ML","NM1902405",0.812,0.812,1.1,"12-01-2025",3
"HYPOSEC 20MG CAPS 14S","EZ973",1.4,1.4,3.07,"12-01-2026",2
"HYOPAN SYRUP 100ML","0S329",0.53,0.53,0.79,"05-01-2027",4
"HYLO-COMOD EYE DROPS 10ML","310155",3.004,3.004,3.66,"03-01-2027",4
"HYLO-CARE EYE DROPS 10ML","309626",3.601,3.601,4.39,"11-01-2026",2
"HYFRESH EYE DROPS 10ML","AC0419",3.02,3.02,3.68,"03-01-2026",1
"HYCOM 10MG TAB 20S","2324013",0.45,0.45,0.9,"09-01-2027",1
"HOVID OMEGA 3+6 CAPS 60S","CD05082",4,4,5.9,"04-01-2026",1
"HOT WATER BAG WITH COVER ORTHOTEC","1000",1.7,1.7,3.5,"01-01-2029",4
"HOSPITAL CARE 60X90 UNDERPADS 100S","U240202",7.851,7.851,12,"02-01-2027",3
"HISTOP 4MG TAB 20S","2005305",0.475,0.475,0.67,"11-01-2028",3
"HISTALOC SYRUP 100ML","4968",0.417,0.417,0.51,"02-01-2027",3
"HISTACARE 5MG TAB 30S","6039",0.333,0.333,2.09,"03-01-2026",8.333333333
"HIRUDOID GEL 40GM","13DK4A",1.42,1.42,1.73,"10-01-2027",1
"HIRUDOID CREAM 40GM","13ERRA",1.42,1.42,1.73,"11-01-2027",1
"HIMALAYA ASHVAGANDHA STRESS WELLNESS TAB 60S","112402790",4.68,4.68,6,"07-01-2027",1
"HIGEEN SEAFRESH NASAL WASH 30ML","483",1.014,1.014,2.6,"04-01-2026",2
"HI DEE VITAMIN D3 50000 I.U. 8S","181M",2.407,2.407,4.4,"06-01-2027",2
"HI DEE VITAMIN D3 2000 I.U. 30S","866L",1.773,1.773,2.81,"09-01-2026",2
"HI DEE VITAMIN D3 2000 I.U. / 5 DROPS 10ML","887J",1.92,1.92,2.34,"08-01-2026",1
"HEXIGEL ANTISEPTIC MOUTH GEL 15GM","24015",0.59,0.59,0.8,"12-01-2025",3
"HEXIDINE MOUTH WASH 500ML","L24366",1.99,1.99,2.7,"10-01-2027",1
"HEXIDINE MOUTH WASH 160ML","L24401",1.093,1.093,1.315,"11-01-2027",1
"HENERYHAWK ORTHODONTIC PACIFIER","1000",0.395,0.395,0.8,"01-01-2029",4
"HENERYHAWK GLASS FEEDING BOTTLE 60ML","1000",0.577,0.577,1,"01-01-2029",7
"HENERYHAWK GLASS FEEDING BOTTLE 250ML","1000",1.096,1.096,1.9,"01-01-2029",13
"HENERYHAWK GLASS FEEDING BOTTLE 125ML","1000",0,0,1.5,"01-01-2029",4
"HEDRIN ONCE LIQUID SPRAY 100ML","27RTC",3.37,3.37,4.79,"10-01-2028",2
"HEDRALIX SYRUP DRIED IVY 100ML","ILL24004",0.709,0.709,2,"12-01-2027",3
"HARRAR HOT GEL 50GM","1496",0.95,0.95,1.5,"11-01-2026",1
"HAND SANITIZER SPRAY 250ML","14268",0.583,0.583,1.2,"02-01-2028",2
"HAND SANITIZER 500ML","NX50HS003",0.693,0.693,1.4,"11-01-2027",2
"HAIRGROW 5% SOLUTION 50 ML","3647",2.743,2.743,4.68,"10-01-2027",1
"GYNO-MIKOZOL 2% CREAM 78GM","8762",1.887,1.887,2.53,"12-01-2026",1
"GYNO-MIKOZAL 400MG VAGINAL OVULES 3S","3722",1.286,1.286,1.88,"12-01-2028",1
"GYNERA TAB 21S","WE111A",1.559,1.559,1.9,"09-01-2026",2
"GUPISONE 5MG TAB 20S","7690",0.5,0.5,0.67,"09-01-2029",10
"GRATIS NAWRA MENSTRUAL CUP XS","77322",1,1,3.8,"09-01-2032",1
"GRATIS NAWRA MENSTRUAL CUP L","77322",1,1,3.8,"09-01-2032",1
"GR SIX CAPS 16S","232201",1.2,1.2,3,"04-01-2026",2
"GLYZIDE 80MG TAB 60S","2491",2.89,2.89,3.82,"08-01-2026",2
"GLUCOVANCE 500MG/5MG TAB 30S","YX056",1.929,1.929,2.35,"01-01-2027",1
"GLUCOVANCE 500MG/2.5MG TAB 30S","YX0764",1.461,1.461,1.78,"04-01-2027",5
"GLUCOVANCE 1000MG/5MG 30S","Y4091",2.396,2.396,2.92,"01-01-2026",2.5
"GLUCOPHAGE XR 500MG TAB 30S","Y15690",2.068,2.068,2.52,"09-01-2026",3
"GLUCOPHAGE 850MG TAB 30S","YX0657",1.288,1.288,1.57,"01-01-2029",4
"GLUCOPHAGE 500MG TAB 50S","YX0788",0.253,0.253,1.54,"07-01-2029",5.4
"GLUCOPHAGE 1000MG TABS 30S","YX0727",1.699,1.699,2.07,"06-01-2027",9
"GLUCERNA VANILLA 400GM","64778NR",4.56,4.56,5.2,"04-01-2026",1
"GLOVIT CAPS 30S","GG1300",1.949,1.949,4.75,"06-01-2027",2.5
"GLOMOX 500MG CAPS 10S","Q093",0.26,0.26,0.635,"01-01-2026",3
"GLODENT TOOTHPASTE 70GM","BGL24016",1.577,1.577,2.3,"07-01-2027",1
"GLOBIFER FORTE PLUS 40S","507210",12.2,12.2,15.2,"05-01-2026",1.5
"GLIM 3MG TAB 30S","2000291",2.794,2.794,3.88,"04-01-2027",1
"GLIM 2MG TABS 30S","115383",2.115,2.115,2.79,"01-01-2027",2.333333333
"GLIM 1MG TAB 30S","1155268",0.43,0.43,1.71,"03-01-2027",3
"GLENDES 5MG TAB 30S","19243880",0.898,0.898,1.75,"09-01-2026",4
"GLENCET 5MG TAB 30S","5231815",1.33,1.33,1.75,"11-01-2025",0.666666667
"GEVITA CAPS 30S","GV00224",3,3,4.75,"10-01-2027",2
"GENUPHIL TAB 30S","2308486",3.093,3.093,4.9,"08-01-2026",1
"GENU CREAM 70ML","FGE23102",3.327,3.327,5.5,"03-01-2026",3
"GENTADEX STERILE EYE DROPS API 10ML","EZ084",0.591,0.591,0.72,"03-01-2027",2
"GAVISCON ORIGINAL SUSP 200ML","AGL753",0.917,0.917,1.64,"07-01-2027",7
"GAVISCON EXTRA STRENGTH CHEWABLE TAB 24S","AGJ158",0.397,0.397,2.55,"04-01-2026",3
"GAVISCON DOUBLE ACTION 500MG CHEWABLE TAB 32S","AGT240",0.354,0.354,2.28,"10-01-2026",3.25
"GAVISCON ADVANCE SUSP PEPPERMINT FLAVOUR 300ML","AGW156",1.791,1.791,3.16,"12-01-2026",3
"GAVISCON ADVANCE SUSP 300ML","AGV852",1.791,1.791,2.4,"12-01-2002",3
"GAUZE SWABS STERILE 7.5CM X 7.5CM 5S","20210410",0.07,0.07,0.15,"04-01-2026",9
"GAUZE SWABS STERILE 10X10CM 5S","20210410",0.08,0.08,0.2,"04-01-2026",11
"GASEX TAB 60S","112402789",1.15,1.15,1.5,"08-01-2027",2
"GASEC 20 CAPS 14S","23043788",2.275,2.275,3.07,"01-01-2026",1
"GALVUSMET 50/1000MG TAB 60S","A01A42",1.822,1.822,13.32,"12-01-2025",0.5
"GALVUS 50MG TAB 28S","PA8904",4.965,4.965,6.05,"05-01-2027",2
"G-ZIDE MR 60MG TAB 28S","4GY009A",1.67,1.67,2.2,"04-01-2027",2.5
"FYBOGEL ORANGE SACHETS 10S","AGJ835",0.825,0.825,1.01,"05-01-2027",2
"FUSIX 40MG TAB 20S","BPT94",0.923,0.923,1.29,"02-01-2028",3
"FUSIBACT CREAM 15GM","BB0022",0.65,0.65,0.89,"02-01-2027",5
"FUNZOL 150MG CAPS 1S","2305067",1.23,1.23,1.68,"04-01-2026",6
"FUNGISAFE CREAM 15G","232853",0.845,0.845,1.22,"07-01-2026",3
"FUMIC EYE DROPS 5ML","F2785",1.37,1.37,1.8,"11-01-2026",2
"FUDION 2% CREAM 15GM","4EN001B",0.85,0.85,1.31,"01-01-2027",5
"FUCIDIN OINTMENT 30GM","D18582",1.85,1.85,2.48,"04-01-2027",5
"FUCIDIN CREAM 30GM","D19946",1.85,1.85,2.48,"05-01-2027",5
"FROIKA SILK TOUCH SPF50 ANTISPOT 50ML","68",12,12,15.93,"09-01-2028",1
"FROIKA HYALURONIC SILK TOUCH SPF50 CREAM 50ML","69",7.78,7.78,11.97,"02-01-2028",1
"FROIKA AC SAL WASH LIQUID CLEANSER 200ML","191",6.2,6.2,9.17,"07-01-2029",1
"FROIKA AC LIQUID CLEANSER 200ML","43",6.2,6.2,9.25,"02-01-2029",1
"FRESH ROYAL JELLY MARNYS 1000MG CAPS 30S","K8238",5.375,5.375,9,"07-01-2026",1
"FRESH EYE LOOK LENS SOLUTION 150ML","2012408001",0.458,0.458,2,"08-01-2029",2
"FREESTYLE LITE TEST STRIPS 50S","1220823",8.5,8.5,10.3,"01-01-2026",1
"FREE LICE SHAMPOO 200ML","50401",2.117,2.117,3.8,"07-01-2026",3
"FORXIGA 5MG TAB 28S","SL054",18,18,18.71,"03-01-2026",1
"FORXIGA 10MG TAB 28S","SN204",15.355,15.355,18.71,"10-01-2026",0.5
"FORTUNA SLIMMING BELT","10000",4.875,4.875,6.5,"01-01-2029",1
"FORTUNA PILL BOX CIRCULAR","1000",0.8,0.8,1.6,"01-01-2029",1
"FORTUNA BABY NAIL CLIPPER","1000",0.6,0.6,1,"01-01-2029",6
"FORTICEF 500MG CAP 12S","Z589",2.17,2.17,4.76,"07-01-2026",1
"FORAMEN EXPERT PRO TOOTHBRUSH","1000",0.75,0.75,1.33,"01-01-2028",2
"FORACORT 200 INHALER 120DOSES","4GB1073",4.38,4.38,5.34,"04-01-2026",1
"FOLITAB 5MG TAB 30S","PT22",0.492,0.492,0.9,"01-01-2028",3
"FOLICUM 5MG TAB 20S","119",0.29,0.29,0.39,"12-01-2027",2
"FLUVIR 75MG CAP 10S","2GC24719",4.35,4.35,5.3,"11-01-2029",1
"FLUTAB SINUS TAB 20S","1145385",0.53,0.53,0.84,"02-01-2026",5
"FLUORODINE TOOTH BRUSH SOFT","1000",0.375,0.375,0.85,"01-01-2029",4
"FLUORODINE TOOTH BRUSH MEDIUM","1000",0.375,0.375,0.85,"01-01-2029",1
"FLUDREX TAB 24S","OT108",0.341,0.341,1.33,"02-01-2027",11
"FLUCAZOL 150MG CAPS 1S","4623317",1.136,1.136,2.49,"09-01-2026",3
"FLUCA OPTHALMIC SOLUTION 5ML","AF0280",1.7,1.7,2.58,"06-01-2026",2
"FLOMIST NASAL SPRAY 100DOSES 10ML","4IC057A",2.9,2.9,3.56,"04-01-2026",2
"FLEXITOL LIP BALM BERRY 10GM","3136",1.4,1.4,1.925,"12-01-2026",1
"FLEXITOL LIP BALM 10GM","4A365",1.42,1.42,1.82,"01-01-2027",2
"FLEXITOL HEEL BALM 56GM","3E350",3,3,3.85,"05-01-2028",1
"FLEXITOL HEEL BALM 112GM","3G353",3.525,3.525,4.9,"09-01-2028",1
"FLAZOL 500MG TAB 20S","4KV862",1.073,1.073,1.7,"10-01-2027",4
"FLATAM PLUS DROPS","D221226",1.281,1.281,2.5,"11-01-2025",2
"FLAMINGO SOFT COLLAR MEDIUM","1000",1.365,1.365,1.75,"01-01-2029",1
"FLAGYL 400MG TAB 14S","305940A",1.57,1.57,1.92,"10-01-2026",2
"FLAGYL 200MG/5ML SUSP 60ML","Y8HC005",0.9,0.9,1.1,"12-01-2027",4
"FITOBALM GEL 50ML","23455",2.476,2.476,4,"11-01-2026",4
"FISH BABY PACIFIERS","1000",0.5,0.5,0.86,"01-01-2029",9
"FIRST AID KIT SANITABANT","21012834",1.83,1.83,4,"01-01-2026",1
"FIRST AID KIT LUCKY 42S","1000",0.125,0.125,1.5,"01-01-2027",1
"FIRST AID KIT ALISMED MEDIUM","1000",3.5,3.5,6.5,"01-01-2027",1
"FIRST AID KIT ALISMED LARGE","1000",5.5,5.5,10,"01-01-2027",1
"FINALLERG 10MG TAB 20S","1240739",0.648,0.648,1.42,"10-01-2028",1.5
"FEXODINE 180MG TAB 14S","3TU118",1.149,1.149,1.82,"07-01-2026",4
"FEXODINE 120MG TAB 14S","4TV213",0.834,0.834,1.22,"01-01-2027",4
"FEXA 180MG TAB 30S","4TN007A",3.6,3.6,5.1,"11-01-2026",2
"FEXA 120MG TAB 30S","4TK003A",2.55,2.55,3.64,"04-01-2026",1
"FEVADOL SF 160MG/5ML 145ML","2002676",0.637,0.637,0.87,"08-01-2028",4
"FEVADOL 500MG TAB 20S","200266",0.24,0.24,0.41,"07-01-2028",3.5
"FERTAB 50MG TAB 10S","3XE003A",1.62,1.62,2.21,"05-01-2027",1
"FERROFOL CAPS 30S","2305141",0.84,0.84,1.26,"01-01-2026",2.666666667
"FEROSOM FORTE STICKS 20S","28324",9,9,12,"10-01-2026",1
"FEROSOM FORTE DROPS 30ML","13824",6.24,6.24,8,"05-01-2026",1
"FEROSOM FORTE CAPS 20S","18424",11,11,14,"07-01-2026",1
"FEROSE-F TAB 30S","1148007",1.2,1.2,1.65,"06-01-2026",3
"FEROSE TAB 30S","1146548",1.55,1.55,2.08,"04-01-2026",0.333333333
"FEROSE SYRUP 100ML","1146958",1.18,1.18,1.55,"05-01-2026",1
"FEROGLOBIN B12 SYRUP 200ML","41461",2.445,2.445,3.34,"08-01-2026",1
"FEROGLOBIN B12 CAPS 30S","107923AA",1.199,1.199,3.91,"08-01-2026",3
"FENISTIL GEL 30GM","AC6J",0.843,0.843,1.33,"05-01-2026",4
"FEMESENSE INTIMATE GEL CLEANSER 170ML","FFE24401",0,0,5.5,"01-01-2027",1
"FEMARA 205MG TAB 30S","TDWA7",17.719,17.719,21.59,"08-01-2028",0.666666667
"FELDENE 20MG CAPS 10S","B862802",2.011,2.011,2.45,"09-01-2026",1
"FEATHER FLAMINGOS FACIAL RAZOR 3S","1000",0.25,0.25,1.2,"01-01-2029",11
"FASTUM GEL 2.5% DISPENSER 50GM","4187A",1.741,1.741,2.8,"04-01-2027",4
"FASTUM GEL 2.5% DISPENSER 100GM","2120A",3.1,3.1,4.91,"03-01-2027",1
"FASHION CBOF 391","1000",1.68,1.68,2.8,"01-01-2029",9
"FAMODAR 40MG TAB 10S","7604",1.42,1.42,2.78,"12-01-2026",2
"EZIPAN SYRUP 100ML","3XA2658",0.82,0.82,2.2,"01-12-2026",4
"EZILAX SYRUP 300ML","4KJ293D",1.496,1.496,2.37,"01-05-2027",3
"EYEPAD 25S","T22031834",0.081,0.081,0.168,"01-03-2027",125
"EXS SNUG CLOSER FITTING CONDOMS 12S","1914",1.25,1.25,3.75,"01-09-2026",2
"EXS REGULAR COMFY FIT CONDOMS 12S","2317",1.25,1.25,3.75,"01-03-2027",2
"EXS MAGNUM LARGE CONDOMS 12S","2318",1.25,1.25,3.75,"01-03-2027",1
"EXS EXTRA THICK CONDOMS 12S","2314",1.25,1.25,3.75,"01-03-2027",2
"EXS CHOCOLATE LUBRICANT 50ML","ALC23030122",1,1,2,"01-03-2027",2
"EXS CHERRY LUBRICANT 50ML","ALK22030122",1,1,2,"01-03-2027",2
"EXOFEN 180MG TAB 15S","841G",1.12,1.12,1.73,"01-06-2026",3
"EXOFEN 120MG TAB 15S","555H",0.953,0.953,1.51,"01-09-2026",2
"EXFORGE HCT 5MG/160MG/12.5MG 28S","TETY9",7.222,7.222,8.8,"01-03-2026",0.75
"EXFORGE 5MG/160MG TAB 4X7S","TCFC4",5.925,5.925,7.22,"01-08-2026",1.25
"EVRA TRANSDERMAL PATCH 3S","V44316AC",3.299,3.299,4.02,"01-04-2026",2
"EVONY ADULT DIAPERS XL 30S","2406103001",5,5,7.5,"01-06-2027",2
"EVONY ADULT DIAPERS MEDIUM 30S","2406282001",4.55,4.55,6.5,"01-06-2027",2
"EVONY ADULT DIAPERS LARGE 30S","2406241001",4.48,4.48,7,"01-06-2027",2
"EVENING PRIMROSE OIL 1000MG 60S","7940919",2.7,2.7,4,"01-09-2027",1
"EVA FACE SUNSCREEN SPF50 MOISTURIZER 40ML","OO3",1.92,1.92,3,"01-05-2026",1
"EVA CLEANSER COLLAGEN FACIAL WASH 150ML","OO3",1.92,1.92,3,"01-03-2026",2
"EVA B-WHITE WHITENING NIGHT CREAM 50ML","OO5",1.28,1.28,2,"01-04-2026",3
"EVA ANTI AGEING COLLAGEN BB CREAM 50ML","OO3",4.16,4.16,6.5,"01-05-2026",1
"EUTHYROX 50MCG TAB 100S","GO2AYC",1.879,1.879,2.29,"01-03-2027",3
"EUTHYROX 25MCG TAB 100S","GO2ALY",1.435,1.435,1.75,"01-03-2027",2
"EUTHYROX 150MCG TAB 100S","G02ALF",3.193,3.193,3.89,"01-02-2027",1.75
"EUTHYROX 100MCG TAB 100S","GO2D3A",2.74,2.74,3.34,"01-06-2027",2.75
"EUROWRAP COHESIVE BANDAGE 10CM","230303",0.788,0.788,2,"01-04-2028",1
"EUROMED NON WOOVEN WOUND DRESSING 6X7 CM 50S","20230730",0.034,0.034,0.075,"01-06-2028",45
"EUCERIN UREAREPAIR PLUS HAND CREAM 75ML","3294276",3.827,3.827,5.055,"01-06-2026",2
"EUCERIN SPF50 OIL CONTROL DRY TOUCH CREAM 50ML","35126776",7.071,7.071,9.345,"01-12-2026",2
"EUCERIN SPF 50 PIGMENT CONTROL SUN FLUID 50ML","40218876",7.29,7.29,9.345,"01-12-2026",1
"EUCERIN EVEN PIGMNT PRFCTR CLEANSING FOAM 150GM","B33414277",5.96,5.96,7.64,"01-02-2026",3
"EUCERIN EVEN PIGMENT PERFECTOR NIGHT CREAM 50ML","40776976",10.663,10.663,15.95,"01-07-2026",1
"EUCARBON TAB 30S","4977A",0,0,2.585,"01-10-2027",1.333333333
"ETOXIB 90MG TAB 28S","4GK004B",3.25,3.25,7.44,"01-04-2027",1
"ETOXIB 60MG TAB 28S","4GJ005A",3,3,7.44,"01-04-2027",0.75
"ETOXIB 120MG TAB 7S","V3GL02C",1.162,1.162,1.7,"01-11-2026",2
"EROS SPRAY 14ML","119",2.209,2.209,3.5,"01-02-2028",7
"EROS CREAM 15GM","30231",1.654,1.654,2.5,"01-02-2028",3
"EQ10 CAPS 30S","10524",0,0,3.5,"01-05-2027",1
"EPIMAG EFFERVESCENT POWDER 10S","2405003",0.47,0.47,0.61,"01-06-2027",0.7
"ENTRESTO 100MG TAB 28S","PJMX6",29.914,29.914,36.45,"01-09-2027",1
"ENTEROLAC 5ML VIALS 10S","10724",0.919,0.919,2.8,"01-07-2026",7.5
"ENTEROGERMINA TAB 12S","41007",5.1,5.1,6.44,"01-01-2027",2
"ENTEROGERMINA ORAL SUSP 5ML 10S","41322",3.9,3.9,4.96,"01-05-2026",2
"ENSURE VANILLA LIQUID 200ML","B14F3",0.384,0.384,0.475,"01-03-2026",2
"ENSURE VANILLA 400GM","1225255",3.07,3.07,3.454,"01-01-2026",2
"ENSURE COMPLETE VANILLA 850GM","1219684",5.289,5.289,6,"01-01-2026",1
"ENAFIX TOOTHPASTE 70GM","BEN24005",1.664,1.664,2.6,"01-01-2026",1
"EMOFORM SENSITIVE TOOTH PASTE 75ML","B22000159",2.5,2.5,3,"01-02-2026",1
"EMOFORM GUM CARE TOOTH PASTE 75ML","B24000595",2.5,2.5,3,"01-05-2028",1
"EMOFORM DIAMOND WHITENING TOOTHPASTE 75ML","B24000553",3,3,3.7,"01-05-2028",2
"EMOFORM ACTIFLUOR YOUNGSTARS TOOTHPASTE 75ML","B22000808",1.475,1.475,1.8,"01-04-2026",1
"EMOFORM ACTIFLUOR KIDS TOOTHPASTE 75ML","B23000216",1.5,1.5,1.8,"01-08-2026",1
"EMLA 5% CREAM 5GM","100157",1.43,1.43,1.742,"01-12-2025",4
"EMILORA 10MG TAB 20S","BA51",0.764,0.764,2.05,"01-01-2026",2
"EMIFENAC 50 DT TAB 20S","C556",1.261,1.261,2.46,"01-01-2027",3
"EMETIX TAB 20S","20424",2.611,2.611,3.5,"01-04-2027",2
"ELOCREPE CREPE BANDAGE 8CM X 4M","2204012",0.491,0.491,1,"01-12-2026",6
"ELOCREPE CREPE BANDAGE 6CM X 4M","2512012",0.4,0.4,0.8,"01-02-2030",6
"ELOCREPE CREPE BANDAGE 10CM X 4M","2512012",0.573,0.573,1.2,"01-02-2030",3
"ELOCOM 0.1% LOTION 30ML","2402801",1.75,1.75,2.15,"01-02-2026",2
"ELOCOM 0.1% CREAM 30GM","B115971",1.547,1.547,2.15,"01-08-2026",4
"ELICASAL OINTMENT 30GM","AN00118",1.975,1.975,2.75,"01-12-2026",1
"ELICA M CREAM 30GM","BN0106",1.832,1.832,2.79,"01-12-2026",5
"ELICA CREAM 30GM","BN0023",0.967,0.967,1.65,"01-12-2027",2
"ELEGANT NOSE STRIPS 6S","1000",0.761,0.761,1.6,"01-07-2026",5
"ELBOW CRUTCHES WITH HOLDER MARVEL","1000",2.8,2.8,7,"01-01-2030",5
"ELBOW CRUTCHES MARVEL","1000",2.8,2.8,6,"01-01-2030",1
"EGOZITE BABY CREAM 50GM","55962",2.29,2.29,3,"01-03-2028",1
"ECONAZINE CREAM 20GM","ECOIC027",0.886,0.886,1.62,"01-03-2027",3
"EASY LIFE SLEEP MASK","1000",1.4,1.4,2.4,"01-01-2029",1
"EASY LIFE SAFETY TAB CUTTER","1000",1.3,1.3,2.3,"01-01-2028",1
"EASY LIFE 7 DAY PILL REMINDER","1000",0.625,0.625,1.4,"01-01-2029",1
"EAR PIERCING UNIT CBOP 81","1000",1.44,1.44,2.4,"01-01-2030",2
"EAR PIERCING CBOP 04","1000",0.9,0.9,1.5,"01-01-2030",2
"EAR PIERCING CBOP 01 1.4","1000",0.84,0.84,1.4,"01-01-2030",16
"DUSPATALIN RETARD 200MG CAPS 30S","726694",4.25,4.25,5.19,"01-10-2026",0.333333333
"DUSPATALIN 135MG TAB 50S","726501",4.7,4.7,5.75,"01-01-2029",1
"DUREX REAL FEEL CONDOMS 10S","1002118833",0,0,6.825,"01-06-2026",1
"DUREX INVISIBLE CONDOMS 6S","1001487379",0,0,4.4,"01-06-2026",1
"DUREX INVISIBLE CONDOMS 12S","1001611424",4.266,4.266,6.825,"01-10-2026",1
"DURAPLAST PLASTIC SPLASHPROOF ASSORTED STRIPS 20S","P012581",0.768,0.768,1.3,"01-01-2028",2
"DURACAN 150MG CAPS 1S","BD0054",1.6,1.6,2.76,"01-04-2026",2
"DUPHASTON 10MG TAB 20S","373080",4.686,4.686,5.71,"01-11-2028",3
"DUPHALAC ORAL SOLUTION 300ML","373975",1.805,1.805,2.64,"01-02-2026",2
"DUOTRAV EYE DROPS 2.5ML","VEL91T",6.902,6.902,8.41,"01-02-2026",3
"DUOLIN RESPULES 20S","4IA0225",2.511,2.511,3.06,"01-10-2025",1
"DUCRAY RUBEFIANT GEL 30ML","316590",6.239,6.239,8,"01-01-2026",1
"DUCRAY KERACNYL MOUSSANT FOAMING GEL 200ML","3SG8H",6.018,6.018,9,"01-12-2026",1
"DUCRAY KELUAL DS SHAMPOO 100ML","3SGVJ",4.893,4.893,8,"01-12-2026",1
"DREZ OINTMENT 15GM","HP00869",0.656,0.656,1.2,"01-05-2026",7
"DREZ GARGLE MOUTH WASH 100ML","HP01262",1.01,1.01,1.6,"01-08-2026",3
"DREZ 10% SOLUTION 100ML","HP00860",0.738,0.738,1.8,"01-06-2027",2
"DR IRENA IRIS SPF50 MOISTURISING DAY CREAM 30ML","3G24C",14.04,14.04,18,"01-07-2026",1
"DOXIPROCT OINTMENT 30GM","231046",2.07,2.07,2.53,"01-11-2028",2
"DOSTINEX 0.5MG TAB 2S","LN3448",3.332,3.332,4.06,"01-06-2026",2
"DOSFARM WATERMELON FLAVOUR","2024",0.407,0.407,0.9,"01-07-2027",7
