SL,product_name,number,expiry_date,purchase_price,price_per_unit,sale_price,stock,,,
805,GLUCOPHAGE 850MG TAB 30S,YX0657,1/1/2029,1.288,1.288,1.57,10,,,
806,GLUCOPHAGE XR 1000MG TAB 30S,YX0365,1/8/2026,0.985,0.985,3.6,7.666666667,,,
807,GLUCOPHAGE XR 500MG TAB 30S,Y15690,1/9/2026,2.068,2.068,2.52,14,,,
808,GLUCOPHAGE XR 750MG TAB 30S,Y17572,1/4/2028,2.216,2.216,2.7,10,,,
809,GLUCOVANCE 1000MG/5MG 30S,Y4091,1/1/2026,2.396,2.396,2.92,6,,,
810,GLUCOVANCE 500MG/2.5MG TAB 30S,YX0764,1/4/2027,1.461,1.461,1.78,7,,,
811,GLUCOVANCE 500MG/5MG TAB 30S,YX056,1/1/2027,1.929,1.929,2.35,15.5,,,
812,GLYZIDE 80MG TAB 60S,2491,1/8/2026,2.89,2.89,3.82,2.666666667,,,
813,GR SIX CAPS 16S,232201,1/4/2026,1.2,1.2,3,10,,,
814,GRATIS NAWRA MENSTRUAL CUP S,77322,1/9/2032,1,1,3.8,1,,,
815,GUPISONE 15MG/5ML SYRUP 120ML,8694,1/12/2026,3.6,3.6,4.53,1,,,
816,GUPISONE 5MG TAB 20S,7690,1/9/2029,0.5,0.5,0.67,20,,,
817,GYNERA TAB 21S,WE111A,1/9/2026,1.559,1.559,1.9,4,,,
818,GYNO CANDIZOL 400MG VAG OVULES 3S,924G,1/7/2026,0.575,0.575,1.19,9,,,
819,GYNO FOAM 200ML,GF24080122,1/8/2025,0,0,6.9,7,,,
820,GYNO-CANDIZOL 200 MG CAPS 7S,567F,1/7/2026,1.4,1.4,1.45,16,,,
821,GYNO-MIKAZOLE 200MG VAGINAL OVULES 7S,O304,1/6/2027,1.768,1.768,2.37,3,,,
822,GYNO-MIKOZAL 400MG VAGINAL OVULES 3S,3722,1/12/2028,1.285,1.285,1.88,2,,,
823,GYNO-MIKOZOL 2% CREAM 78GM,8762,1/12/2026,1.887,1.887,2.53,3,,,
824,GYNOFIT VAGINAL GEL 5ML,228138,1/6/2026,4,4,4.8,1,,,
825,HAEMOPROCT CREAM 30GM,O6840,1/7/2027,1.2,1.2,1.25,2,,,
826,HAND SANITIZER 500ML,NX50HS003,1/11/2027,0.693,0.693,1.4,5,,,
827,HAND SANITIZER SPRAY 250ML,14268,1/2/2028,0.583,0.583,1.2,6,,,
828,HANDYNEB COMPRESSOR NEBULIZER,1000,1/1/2029,9.923,9.923,23,7,,,
829,HAPPY BABY KONFORT WET WIPES WITH TUB 120S,1000,1/5/2027,0.475,0.475,1.81,2,,,
830,HAPPY BABY NAPPY RASH CREAM 60GM,HBJ22101,1/12/2025,0.857,0.857,1.5,1,,,
831,HCG PREGNANCY TEST ,20231125,1/11/2026,0.1,0.1,1,66,,,
832,HEARING AID SPECTRUM,1000,1/1/2029,12,12,22,1,,,
833,HEDRALIX SYRUP DRIED IVY 100ML,ILL24004,1/12/2027,0.709,0.709,2,22,,,
834,HEDRIN ONCE LIQUID SPRAY 100ML,63RG,1/8/2028,3.37,3.37,4.79,2,,,
835,HENERYHAWK GLASS FEEDING BOTTLE 125ML,230102,1/1/2029,0.865,0.865,1.5,3,,,
836,HENERYHAWK GLASS FEEDING BOTTLE 250ML,230102,1/1/2029,1.096,1.096,1.9,9,,,
837,HENERYHAWK NARROW NIPPLE 2S,230102,1/5/2029,0.395,0.395,0.9,14,,,
838,HENERYHAWK ORTHODONTIC PACIFIER,230102,1/5/2029,0.395,0.395,0.8,14,,,
839,HERBAL SLIMMING TEA HONEY LEMON 24S,18151600,1/7/2025,1.57,1.57,3.9,1,,,
840,HERBOLAX TAB 100S,AUS83,1/10/2025,0.91,0.91,1.2,1,,,
841,HEXIDINE MOUTH WASH 160ML,L24401,1/11/2027,0.925,0.925,1.2,4,,,
842,HEXIDINE MOUTH WASH 500ML,L24366,1/10/2027,1.99,1.99,2.7,2,,,
843,HEXIGEL ANTISEPTIC MOUTH GEL 15GM,24015,1/12/2025,0.64,0.64,0.8,4,,,
844,HI DEE VITAMIN D3 2000 I.U. / 5 DROPS 10ML,887J,1/8/2026,1.92,1.92,2.34,-6,,,
845,HI DEE VITAMIN D3 2000 I.U. 30S,866L,1/9/2026,1.773,1.773,2.81,1,,,
846,HI DEE VITAMIN D3 50000 I.U. 8S,181M,1/6/2027,2.407,2.407,4.4,6,,,
847,HIGEEN SEAFRESH NASAL WASH 30ML,483,1/4/2026,1.014,1.014,2.6,13,,,
848,HIMALAYA ASHVAGANDHA STRESS WELLNESS TAB 60S,112402790,1/7/2027,4.68,4.68,6,1,,,
849,HIQUIN 4% CREAM 30GM,BE0435,1/6/2027,1.732,1.732,2.11,10,,,
850,HISTACARE 5MG TAB 30S,6039,1/3/2026,0.333,0.333,2.09,29,,,
851,HISTALOC SYRUP 100ML,4968,1/2/2027,0.417,0.417,0.51,7,,,
852,HISTOP 4MG TAB 20S,2005305,1/11/2028,0.475,0.475,0.67,8.5,,,
853,HISTOP SYRUP 100ML,1149906,1/9/2027,0.53,0.53,0.75,29,,,
854,HOT WATER BAG WITH COVER ORTHOTEC,1000,1/1/2029,1.7,1.7,3.5,5,,,
855,HYCOM 10MG TAB 20S,2324013,1/9/2027,0.45,0.45,0.9,11.5,,,
856,HYFRESH EYE DROPS 10ML,AC0419,1/3/2026,3.02,3.02,3.68,16,,,
857,HYLO DUAL EYE DROPS 10ML,310994,1/6/2027,5.304,5.304,6.8,3,,,
858,HYLO-CARE EYE DROPS 10ML,309626,1/11/2026,3.601,3.601,4.39,10,,,
859,HYLO-COMOD EYE DROPS 10ML,310155,1/3/2027,3.004,3.004,3.66,6,,,
860,HYOPAN SYRUP 100ML,0S329,1/5/2027,0.53,0.53,0.79,17,,,
861,HYPOSEC 20MG CAPS 14S,EZ973,1/12/2026,1.4,1.4,3.07,9,,,
862,ICE BAG SPECTRUM 6 INCH,1000,1/1/2029,1,1,2.5,2,,,
863,IMIGRAN 50MG TAB 2S,7VGV,1/3/2026,4.243,4.243,5.17,1,,,
864,IMMUACTIV CZ TAB 30S,ICZ24002,1/8/2026,1.231,1.231,2.4,4,,,
865,IMODIUM 2MG CAPS 6S,24DQ021,1/2/2029,0.574,0.574,0.7,21,,,
866,IMODIUM INSTANTS 2MG TAB 6S,4EV1581,1/4/2026,1.214,1.214,1.48,13,,,
867,INFAJOY SKIN OINTMENT 50GM,240215,1/3/2027,1.95,1.95,3,4,,,
868,INFASOOTHE INFANT COLIC DROPS 50ML,30995,1/6/2026,3.15,3.15,3.9,5,,,
869,INFATRINI POWDER FOR INFANTS 400GM,4059483301,1/11/2025,4.49,4.49,5.4,2,,,
870,INFRARED THERMOMETER WITH STAND,1000,1/1/2030,14.5,14.5,20,2,,,
871,IRIS SYRUP 100ML,560H,1/9/2025,0.46,0.46,1.12,2,,,
872,IRONIC CAPS 30S,2523006,1/10/2026,0.699,0.699,1.01,2,,,
873,IRONORM DROPS 15ML,03W0368,1/3/2026,2.667,2.667,3.9,1,,,
874,ISAPGEL ORANGE SACHETS 10S,5624025,1/11/2027,0.663,0.663,1.05,3,,,
875,ISDIN ACNIBEN PURIFYING CLEANSER FOAM 150ML,41851F,1/9/2029,9.906,9.906,12.7,1,,,
876,ISDIN ACNIBEN REPAIR HYDRATING GEL 40ML,31741F,1/9/2028,6.488,6.488,8.65,1,,,
877,ISDIN BEXIDENT GUMS DAILY USE TOOTHPASTE 75ML,21453,1/3/2029,1.189,1.189,3.05,7,,,
878,ISDIN BEXIDENT SENSITIVE TEETH MW 250ML,220348,1/1/2028,2.577,2.577,4.13,4,,,
879,ISDIN BEXIDENT SENSITIVE TEETH TOOTHPASTE 75ML,32771,1/1/2029,2.034,2.034,3.26,3,,,
880,ISDIN BEXIDENT WHITENING TOOTHPASTE 125ML,33111,1/2/2029,3.048,3.048,4.885,8,,,
881,ISDIN CICAPOST CREAM 50GM,415011,1/8/2029,5.9,5.9,8.15,1,,,
882,ISDIN FOTOPRTCTR SPF50 FUSN WATER COLOR LIGHT 50ML,308713,1/7/2028,11.095,11.095,14.75,2,,,
883,ISDIN REJUVENATE FLAVO C FORTE 3.5 ML,13561F1,1/5/2027,19.82,19.82,25.41,1,,,
884,ISIS GLYCO A 10% CREAM 30ML,24A113,1/1/2029,4.675,4.675,6.28,4,,,
885,ISISPHARMA ILCAPIL KR SHAMPOO 150ML,24D146,1/4/2029,4.334,4.334,5.556,1,,,
886,ISISPHARMA METRORUBORIL ANTI REDNESS CREAM 30ML,23H029,1/8/2028,3.52,3.52,4.705,2,,,
887,ISISPHARMA NEOTONE EYES 15ML,23C106,1/7/2028,7.7,7.7,10.68,2,,,
888,ISISPHARMA NEOTONE GEL 150ML ,22B045,1/2/2027,3.988,3.988,5.965,2,,,
889,ISISPHARMA NEOTONE SENSITIVE INTENSIVE BALM 30ML,24B194,1/2/2029,5.916,5.916,7.585,1,,,
890,ISISPHARMA NEOTONE SERUM 30ML,23I050,1/9/2028,5.48,5.48,7.33,3,,,
891,ISISPHARMA SECALIA ATO BALM 400ML,23J126,1/10/2028,5.698,5.698,8.523,2,,,
892,ISISPHARMA SECALIA FACE CREAM 40ML,23G091,1/7/2028,3.662,3.662,4.695,1,,,
893,ISISPHARMA TEEN DERM AZ INTENSIVE CREAM 30ML,24E0851,1/5/2029,4.563,4.563,5.85,1,,,
894,ISISPHARMA TEEN DERM GEL 150ML,22K050,1/11/2027,4.68,4.68,6.661,2,,,
895,ISISPHARMA TEEN DERM HYDRA 40ML,24F191,1/6/2029,4.2,4.2,5.87,2,,,
896,ISISPHARMA TEEN DERM K CONCENTRATE 30ML,23A108,1/1/2028,3,3,4.366,4,,,
897,ISISPHARMA TEEN DERM SENSITIVE GEL 250ML,23I082,1/9/2028,7.32,7.32,10.224,3,,,
898,ISISPHARMA TEENDERM ALFA PURE GEL 30ML,22K169,1/11/2027,4.979,4.979,6.383,3,,,
899,ISISPHARMA UVEBLOCK SPF50 INVISIBLE FLUID 40ML,22K053,1/11/2027,2.798,2.798,7.39,1,,,
900,ISISPHARMA VITISKIN HYDROGEL 50ML,24I098,1/9/2029,6.728,6.728,8.626,1,,,
901,ISOREM 10MG TAB 50S,119025,1/7/2029,0.156,0.156,0.95,1,,,
902,ITAMI 140MG DICLOFENAC SODIUM PLASTER 10S,C19033,1/12/2026,5.892,5.892,9.33,1.8,,,
903,ITRAZOL 100MG CAPS 15S,F240853,1/8/2026,2.76,2.76,10.09,4,,,
904,IV SET,20230912,1/10/2028,0.1,0.1,0.3,8,,,
905,IVARIN 10MG TAB 30S,3ZL208,1/9/2025,6.1,6.1,8.22,3,,,
906,IVY-CALM SYRUP 120ML,98,1/11/2025,1.172,1.172,2,10,,,
907,IVYLIN COUGH SYRUP 100ML,41V003B,1/11/2027,0,0,2.3,32,,,
908,JAMIESON COLLAGEN ANTI WRINKLE CAPS 60S,304811,1/10/2026,4.485,4.485,6.9,5,,,
909,JAMIESON EVENING PRIMROSE OIL 1000MG CAPS 85S,7940919,1/9/2027,5.014,5.014,7.5,1,,,
910,JAMIESON HAIR SKIN AND NAILS 500MCG 60S,306539,1/10/2026,3.15,3.15,4.5,4,,,
911,JAMIESON MELATONINE 10MG CAPS 60S,7947565,1/10/2027,3.677,3.677,5.5,2,,,
912,JANUMET 50MG/1000MG TAB 56S,Y012748,1/2/2026,14.682,14.682,17.89,0.625,,,
913,JANUMET 50MG/500MG TAB 56S,Y015071,1/6/2026,14.17,14.17,17.27,1,,,
914,JANUMET XR 50/1000 MG TAB 56S,Y016353,1/3/2026,16.291,16.291,19.85,1,,,
915,JANUVIA 100MG TAB 28S,B109490,1/1/2027,13.557,13.557,16.52,3,,,
916,JARDIANCE 10MG TAB 30S,23D1303,1/2/2026,15.355,15.355,18.71,1,,,
917,JOCERINE INFANT SUPP 21S,6218,1/8/2027,1.37,1.37,1.67,3,,,
918,JOGEL ORAL GEL 20GM,723712,1/7/2026,0.66,0.66,0.84,5,,,
919,JOLEN BLEACH CREME 28GM,121,1/6/2027,1.1,1.1,1.5,4,,,
920,KABRITA NO 2 GOAT MILK POWDER 400GM,20781,1/5/2026,9.06,9.06,10.07,3,,,
921,KABRITA NO 3 GOAT MILK POWDER 400GM,35339,1/5/2026,9.06,9.06,10.07,1,,,
922,KAMINOMOTO HAIR ACCELERATOR 180ML,NA1N07B,1/10/2026,9.263,9.263,11.875,2,,,
923,KAMINOMOTO TONIC 180ML,NT1P06A,1/9/2027,8.405,8.405,10.775,3,,,
924,KAPRON 500MG TAB 20S,241526,1/6/2027,1.968,1.968,2.5,3.5,,,
925,KETO PLUS SHAMPOO 120ML,10240446,1/1/2026,1.695,1.695,2.7,3,,,
926,KETOLITE SOAP 75GM,M110,1/8/2027,1.809,1.809,2.8,9,,,
927,KETOVID SHAMPOO 2% 120ML,CD06048,1/5/2026,1.008,1.008,2.46,1,,,
928,KIDICARE PLUS SYRUP 200ML,092P2501X,1/11/2027,1.865,1.865,2.5,6,,,
929,KIDS SERIES CBOK 337,1000,1/1/2029,1.68,1.68,2.8,7,,,
930,KLAVOX 1GM TAB 14S,2003411,1/9/2026,5.05,5.05,7.14,2.5,,,
931,KLAVOX 375MG TAB 20S,1148634,1/8/2026,1.161,1.161,1.98,1,,,
932,KLAVOX 625MG TAB 20S,2001361,1/6/2027,1.17,1.17,2.11,3.5,,,
933,KLY LUBRICATING JELLY 42GM,469,1/1/2026,0.93,0.93,1.6,10,,,
934,KLY LUBRICATING JELLY 82GM,521,1/1/2027,0.75,0.75,2,7,,,
935,KOFLET -EX LINCTUS SYRUP 100ML,SKS18080122,1/8/2025,1.193,1.193,1.6,7,,,
936,KOFLET COUGH SYRUP 200ML,NC12090122,1/9/2025,1.5,1.5,2.2,2,,,
937,L-CET 5MG TAB 20S,4LS005A,1/2/2027,1.537,1.537,2.34,8,,,
938,LAFORIN ANTISEPTIC MOUTHWASH 350ML,DW7Y,1/6/2027,1.688,1.688,2.4,2,,,
939,LAMIFEN 1% CREAM 15GM,BE0086,1/5/2027,1.18,1.18,1.62,4,,,
940,LAMIFEN 250MG TAB 14S,AH0227,1/8/2026,6.5,6.5,8.84,4,,,
941,LAMISIL 1% SPRAY 30ML,H0328,1/12/2026,3.825,3.825,5,5,,,
942,LAMISIL 125MG TAB 14S,YL4J,1/2/2027,3.759,3.759,4.58,1,,,
943,LANTUS SOLOSTAR 100 UNITS/ML,4F9695A,1/3/2027,29.931,29.931,36.47,1.4,,,
944,LANZOL 30MG CAPS 30S,4GD1247,1/8/2026,0.933,0.933,3.41,10.66666667,,,
945,LATEX EXAMINATION GLOVES MEDIUM 100S,408243006,1/7/2029,1,1,2.3,1,,,
946,LAX 5MG TAB 50S,7041,1/8/2029,0.64,0.64,0.78,4,,,
947,LAXOCODYL 10MG ADULTS SUPPOSITORIES 10S,138,1/8/2026,0.597,0.597,0.8,14,,,
948,LAXOCODYL 5MG CHILDREN SUPPOSITORIES 10S,32,1/11/2026,0.655,0.655,0.8,2,,,
949,LEVAR 5MG TAB 10S,23246,1/11/2027,0.461,0.461,0.9,5,,,
950,LEVOFLOX 500MG TAB 5S,3724313,1/7/2027,4.4,4.4,7.9,1,,,
951,LEVOX 500MG 5S,240295,1/1/2028,1.305,1.305,3.98,3,,,
952,LICE COMB TERMINATOR ,1000,1/1/2029,0.209,0.209,1.2,17,,,
953,LIV 52 SYRUP 200ML,112401125,1/3/2027,1.404,1.404,1.8,5,,,
954,LIVOSTIN EYE DROPS 4ML,2409872A,1/8/2026,3.192,3.192,3.89,2,,,
955,LOHIST 10MG TAB 10S,2124014,1/11/2027,0.73,0.73,1.78,105,,,
956,LOHIST 5MG/5ML SYRUP 100ML,LRL24010,1/3/2027,0.926,0.926,2.03,42,,,
957,LORATAN 10MG TAB 10S,9976,1/11/2026,0.556,0.556,1.22,8,,,
958,LORINASE SYRUP 100ML,1150241,1/10/2025,1.38,1.38,1.73,16,,,
959,LORINE 10MG TAB 10S,2002145,1/6/2027,0.684,0.684,1.5,6,,,
960,LORINE SYRUP 100ML,1155375,1/4/2027,0.779,0.779,1.71,1,,,
961,LOVIR 400MG TAB 50S,7815,1/10/2029,11.728,11.728,14.29,0.6,,,
962,LRP ANTHELIOS UVMUNE 400 SPF 50 TINTED FLUID 50ML,54Y52Q,1/3/2027,7.7,7.7,10.266,1,,,
963,LRP ANTHELIOS UVMUNE400 DRY TOUCH CREAM 50ML,54XN05,1/11/2026,7.85,7.85,10.903,2,,,
964,LRP ANTHELIOS UVMUNE400 DRYTOUCH TINTED CREAM 50ML,54X103,1/1/2026,7.272,7.272,10.999,2,,,
965,LRP ANTHELIOS UVMUNE400 SPF50 HYDRATING CREAM 50ML,54XD02,1/12/2026,7.176,7.176,10.022,1,,,
966,LRP ANTHELIOS UVMUNE400 SPF50 INVISIBLE FLUID 50ML,54X9RJ,1/8/2026,6.462,6.462,10.03,4,,,
967,LRP EFFACLAR FOAMING GEL 200ML,54XN10,1/11/2026,5.4,5.4,8.29,4,,,
968,LRP MELA B3 SERUM 30ML,54Y500,1/5/2027,20.319,20.319,26.05,1,,,
969,LRP RETINOL B3 SERUM 30ML,54Y302,1/3/2027,15,15,20.737,2,,,
970,LRP VITAMIN C PURE C10 SERUM 30ML,54X303,1/3/2026,15.093,15.093,20.737,1,,,
971,MACROMAX 40MG SUSP 15ML,3824308,1/2/2027,1.012,1.012,1.85,5,,,
972,MACROMAX 500MG TAB 3S,4XX004,1/1/2026,3.845,3.845,6.5,2,,,
973,MANUKA MG 500+ BIOHONEY 250GM,2404MH500,1/4/2029,16.714,16.714,25,3,,,
974,MAPEZ FLIES & MOSQUITOES SPRAY 100ML,23116,1/3/2026,3.49,3.49,5,4,,,
975,MARIGOLD CREAM HERBIFIT 50ML,635,1/5/2027,2.6,2.6,3.9,2,,,
976,MARVEL DIGITAL THERMOMETER,1000,1/1/2029,0.8,0.8,1.8,1,,,
977,MARVEL UNDERPADS 60X90CM 10S,MR0423,1/4/2028,0.425,0.425,2.5,4,,,
978,MARVELON TABS 21S,B113819,1/3/2027,1.156,1.156,1.55,8,,,
979,MASCULAN ANATOMIC CONDOMS 10S,22B11,1/1/2027,1.321,1.321,3.4,16,,,
980,MASCULAN FRUTTI EDITION CONDOMS 10S,20K08,1/10/2025,1.692,1.692,3.6,15,,,
981,MASCULAN GOLD CONDOMS 10S,GV489701,1/9/2027,2.5,2.5,5,10,,,
982,MAVALA DOUBLE LASH 10ML,381238,1/1/2029,5.7,5.7,9.5,6,,,
983,MAVALA SCIENTIFIQUE 5ML,261758,1/1/2029,4.2,4.2,7,2,,,
984,MAVI UNDERPAD 60X90 CM 30S,20240417,1/4/2028,2.813,2.813,4.5,8,,,
985,MAXITROL EYE OINTMENT 3.5GM,VHL05B,1/6/2026,0.952,0.952,1.16,1,,,
986,MEBBY MANUAL BREAST PUMP,1000,1/1/2029,4.8,4.8,8.5,4,,,
987,MEBO OINTMENT 15GM,7349,1/9/2029,1.468,1.468,2.46,29,,,
988,MEBO OINTMENT 30GM,4115,1/1/2029,2.718,2.718,4.47,2,,,
989,MEDINOX DIGITAL BATHROOM SCALE,1000,1/1/2029,5.12,5.12,9,2,,,
990,MEDINOX MX ANKLE SUPPORT,1000,1/1/2029,1.75,1.75,2.8,2,,,
991,MEDINOX MX ELBOW SUPPORT,1000,1/1/2029,1.8,1.8,2.8,6,,,
992,MEDINOX MX KNEE SUPPORT,1000,1/1/2029,1.95,1.95,3,5,,,
993,MEDINOX MX WRIST SPLINT AMBIDEXTROUS,1000,1/1/2029,5.05,5.05,7,1,,,
994,MEDINOX MX WRIST SUPPORT,1000,1/1/2029,1.2,1.2,2,9,,,
995,MEIACT 200MG TAB 20S,2CM1169,1/11/2025,6.53,6.53,8.68,1,,,
996,MELIX 5MG TAB 100S,220302,1/9/2027,3.553,3.553,6.06,6.1,,,
997,METAZ 0.1% CREAM 30GM,1150320,1/9/2026,1.341,1.341,1.83,10,,,
998,METAZ 0.1% OINTMENT 30G,1147486,1/6/2026,1.341,1.341,1.83,1,,,
999,METROGYL DENTA GEL 20GM,PGF4015,1/8/2027,0.46,0.46,0.56,1,,,
1000,METROLAG 500MG TAB 24S,240300,1/9/2029,1.379,1.379,2.52,18,,,
1001,MICARDIS 40MG 28S,24F1211,1/1/2028,4.982,4.982,6.07,2,,,
1002,MICROGYNON 30MG TAB 21S,KT0LCAJ,1/8/2028,0.927,0.927,1.13,20,,,
1003,MIKOSTAT ORAL SUSP 30ML,8262,1/11/2026,0.9,0.9,1.1,8,,,
1004,MIKOZAL 2% CREAM 30GM,6958,1/7/2026,0.915,0.915,1.25,8,,,
1005,MIXTARD 100 IU/ML 10ML,PT6DG11,1/6/2026,5.392,5.392,6.57,1,,,
1006,MIXTARD 30 PENFILL 100IU/3ML 5S,PR70WN7,1/11/2026,1.87,1.87,2.278,4,,,
1007,MOBIC 7.5MG TABS 10S,23EO3O3,1/3/2026,0.5,0.5,1.17,2,,,
1008,MOMEASY NAIL CLIPPER WITH MAGNIFIER,402,1/1/2028,1,1,1.6,10,,,
1009,MONTAS 10MG TAB 28S,4AW007B,1/4/2026,10.2,10.2,13.91,1,,,
1010,MONTAS 5MG TAB 28S,4AV002A,1/2/2026,10.8,10.8,13.91,1.5,,,
1011,MOOV RAPID RELIEF OINT 100GM,RV895,1/11/2026,1.08,1.08,1.4,6,,,
1012,MOOV RAPID RELIEF OINT 50GM,RT745,1/10/2026,0.35,0.35,0.9,8,,,
1013,MOOV RAPID RELIEF SPRAY 150ML,B4075E5E,1/8/2026,1,1,1.55,5,,,
1014,MOSWIN MOSQUITO REPELLENT BODY SPRAY 60ML,MSH072024,1/7/2026,1.015,1.015,2.6,8,,,
1015,MOTHERS CHOICE APPLE BABY BISCUITS 240GM,2503403,1/2/2026,1.46,1.46,1.8,1,,,
1016,MOTILONE 10MG TAB 20S,3425006,1/1/2028,0.569,0.569,1.11,6.5,,,
1017,MOVICOL ORAL SACHETS 20S,455001,1/12/2027,2.67,2.67,3.25,2.35,,,
1018,MOXAL PLUS SUSP 100ML,9097,1/1/2028,0.287,0.287,0.35,7,,,
1019,MOXAL SUSP 200ML,9108,1/1/2028,0.417,0.417,0.56,29,,,
1020,MR TUMEE DHA OMEGA 3 GUMMIES 60S,21780,1/12/2026,7.475,7.475,11.5,12,,,
1021,MR TUMEE MULTI-VITAMIN GUMMIES 60S,21676,1/10/2026,4.225,4.225,6.5,6,,,
1022,MS CAPSICUM PLASTER 1S,20210125,1/1/2026,0.129,0.129,0.4,1,,,
1023,MSTE ABSORBENT COTTON WOOL 1000GM,1000,1/1/2029,1.8,1.8,3.4,5,,,
1024,MSTE ABSORBENT COTTON WOOL 100GM,1000,1/1/2029,0.3,0.3,0.5,25,,,
1025,MSTE ABSORBENT COTTON WOOL 25GM,1000,1/1/2029,0.1,0.1,0.2,8,,,
1026,MSTE ABSORBENT COTTON WOOL 500GM,1000,1/1/2029,0.95,0.95,1.8,5,,,
1027,MSTE ABSORBENT COTTON WOOL 50GM,1000,1/1/2029,0.15,0.15,0.3,53,,,
1028,MUCOSOLVAN 30MG TAB 20S,250108,1/1/2028,1.083,1.083,1.32,7.5,,,
1029,MUCOSOLVAN 30MG/5ML SYRUP 100ML,241299,1/6/2027,1.321,1.321,1.61,9,,,
1030,MUCUM 1MG/5ML SYRUP 100ML,7715,1/10/2026,0.336,0.336,0.41,7,,,
1031,MUSTELA GENTLE CLEANSING GEL 500ML,32024,1/3/2027,3.868,3.868,5.95,4,,,
1032,MYDOCALM 150MG TAB 30S,4366,1/6/2027,6.41,6.41,7.81,4.333333333,,,
1033,MYOGESIC TAB 50S,9805,1/11/2028,1.375,1.375,1.68,-0.6,,,
1034,NAN 1 OPTIPRO 800GM,41220346AB,1/5/2026,7.306,7.306,8.5,1,,,
1035,NAN 2 OPTIPRO 400GM,41170017A1,1/10/2025,4.195,4.195,4.6,2,,,
1036,NAN 2 OPTIPRO 800GM,40980017C1,1/9/2025,7.306,7.306,8.5,6,,,
1037,NAN 3 OPTIPRO 400GM,42920017A1,1/4/2026,3.544,3.544,3.9,5,,,
1038,NAN 3 OPTIPRO 800GM,40680017C1,1/8/2025,6.462,6.462,7.5,2,,,
1039,NAN COMFORT NO 1 400GM,4094080662,1/10/2025,3.919,3.919,4.3,8,,,
1040,NAN COMFORT NO 1 800GM,4114080621,1/10/2025,7.331,7.331,8.4,5,,,
1041,NAN COMFORT NO 2 400GM,4121080661,1/10/2025,3.563,3.563,4.3,9,,,
1042,NAN COMFORT NO 3 800GM,4301080626,1/3/2026,6.965,6.965,7.9,4,,,
1043,NAN L.F. 400 GM,L41750346AC,1/12/2025,2.727,2.727,4.21,3,,,
1044,NAPHCON-A EYE DROPS 15ML,1750JC,1/9/2026,1.254,1.254,1.68,6,,,
1045,NASONEX NASAL SPRAY 0.05% ,B115485,1/8/2026,4.21,4.21,5.13,2,,,
1046,NAZEX NAZAL SPRAY 15ML,87033,1/3/2026,1.072,1.072,2.2,25,,,
1047,NEBULA BOX FINGER SPLINT NR247,1000,1/1/2030,1.607,1.607,2.5,1,,,
1048,NEBULA COCCYX SEAT CUSHION GEL NG113,1000,1/1/2030,17.25,17.25,23.5,1,,,
1049,NEBULA CONTOURED LS SUPPORT DOUBLE LOCK NR105,1000,1/1/2030,5.7,5.7,9.5,4,,,
1050,NEBULA ELASTIC 4 WAY CALF SUPPORT NR182,1000,1/1/2030,1.286,1.286,2,2,,,
1051,NEBULA ELASTIC 4 WAY KNEE SUPPORT 2S NR171 ,1000,1/1/2030,0.75,0.75,2.8,5.5,,,
1052,NEBULA ELASTIC ANKLE SUPPORT LONG 2S NR201,1000,1/1/2030,1.671,1.671,2.6,5.5,,,
1053,NEBULA ELASTIC KNEE SUPPORT LONG 2S NR172,1000,1/1/2030,1.8,1.8,3,9.5,,,
1054,NEBULA ELASTIC OPEN PATELLA KNEE SUPPORT 2S NR174,1000,1/1/2030,0.911,0.911,3.4,3,,,
1055,NEBULA GEL ARC SUPPORT 2S NG107,1000,1/1/2030,3.343,3.343,5.2,3,,,
1056,NEBULA GEL FULL INSOLE WITH ARCH SUPPORT NG115,1000,1/1/2030,6.942,6.942,10.8,2,,,
1057,NEBULA GEL INSOLE WITH SOCKS 2S NG102,1000,1/1/2030,6.48,6.48,10.8,4.5,,,
1058,NEBULA GEL TOE SPREADER 2S NG109,1000,1/1/2030,1.543,1.543,2.4,1,,,
1059,NEBULA GUTTER SPLINT NR243,1000,1/1/2030,1.125,1.125,2.1,10,,,
1060,NEBULA KNEE BRACE SHORT TYPE 12INCH NR177,1000,1/1/2030,6.75,6.75,9,2,,,
1061,NEBULA LS SUPPORT DOUBLE LOCK NR101,1000,1/1/2030,3.482,3.482,6.5,5,,,
1062,NEBULA MALLET FINGER SPLINT NR242,1000,1/1/2030,0.96,0.96,1.6,4,,,
1063,NEBULA P O ELASTIC HINGED KNEE SUPPORT NR176,1000,1/1/2030,2.58,2.58,4.3,3,,,
1064,NEBULA PATELLAR SUPPORT WITH GEL PAD 1S NR185,1000,1/1/2030,1.607,1.607,2.5,6,,,
1065,NEBULA PREMIUM ANKLE BRACE NR205,1000,1/1/2030,3.214,3.214,5,1,,,
1066,NEBULA TAYLOR BRACE NR106,1000,1/1/2030,9.965,9.965,15.5,1,,,
1067,NEBULA THUMB SPIKA SPLINT NR153,1000,1/1/2030,2.057,2.057,3.2,6,,,
1068,NEBULA U FINGER SPLINT NR241,1000,1/1/2030,1.68,1.68,2.8,3,,,
1069,NEBULA VERICOS VEIN ABOVE KNEE STOCKING 2S NR232,1000,1/1/2030,2.04,2.04,6.8,3,,,
1070,NEBULA VERICOS VEIN STOCKINGS BELOW KNEE 2S NR231,1000,1/1/2030,3.3,3.3,5.5,2,,,
